Work_ID,State,District,Work_Type,Sanction_Amount,Estimated_Cost,Expenditure,Progress_Percentage,Delay_Days,Implementing_Agency,Status,Latitude,Longitude,Anomaly,Anomaly_Status,Anomaly_Score,Risk_Score,Risk_Level,Risk_Reasons
MPLADS_0238,Tamil Nadu,District_26,Road,2700432,3374714,4098077,91,362,Agency_13,Not Started,10.691285,78.688113,1,Normal,0.0660950721737603,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0239,Telangana,District_25,Hospital,4225282,4084649,1148422,29,465,Agency_14,Not Started,19.181192,78.521675,1,Normal,0.0296914405304736,35,MEDIUM,"Severe project delay, High sanctioned amount"
MPLADS_0240,Kerala,District_12,Drainage,3567847,3188893,768795,70,326,Agency_14,In Progress,11.318874,76.270903,1,Normal,0.0816534905516378,25,LOW,Severe project delay
MPLADS_0241,Kerala,District_11,Hospital,1817413,3896342,1774688,72,241,Agency_10,Completed,9.42833,77.084438,1,Normal,0.1081321567978279,40,MEDIUM,"High expenditure, Severe project delay"
MPLADS_0242,Karnataka,District_5,Drainage,4388586,1400816,2967817,24,89,Agency_16,Not Started,17.081982,77.028878,1,Normal,0.0737032457980345,10,LOW,High sanctioned amount
MPLADS_0243,Andhra Pradesh,District_25,Community Hall,2623697,2463081,2714489,96,71,Agency_5,Delayed,18.213839,83.725083,1,Normal,0.0575566792695347,30,LOW,Expenditure exceeds sanctioned amount
MPLADS_0244,Andhra Pradesh,District_18,Road,3650952,820348,249647,64,325,Agency_6,In Progress,17.275196,83.479808,1,Normal,0.0542958319602896,25,LOW,Severe project delay
MPLADS_0245,Tamil Nadu,District_19,Drainage,2021277,2871058,4494266,5,29,Agency_2,Delayed,11.90584,79.056591,1,Normal,0.0141435425877073,50,MEDIUM,"Expenditure exceeds sanctioned amount, Low progress with high expenditure"
MPLADS_0246,Karnataka,District_23,Community Hall,994740,2087171,4103776,17,358,Agency_13,Delayed,15.83028,77.462497,1,Normal,0.0686255637094618,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0247,Kerala,District_23,Drinking Water,3096555,508819,4524153,9,406,Agency_13,Not Started,8.929583,77.090264,1,Normal,0.0286303671176896,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0248,Maharashtra,District_6,Community Hall,1246311,1258060,4748696,91,287,Agency_19,Not Started,21.266983,72.842752,1,Normal,0.0411280832688835,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0249,Karnataka,District_22,School,4494041,494874,4590784,10,85,Agency_18,Completed,17.280717,74.592801,1,Normal,0.0074412449419675,60,MEDIUM,"Expenditure exceeds sanctioned amount, Low progress with high expenditure, High sanctioned amount"
MPLADS_0250,Tamil Nadu,District_18,Drainage,192157,3978683,3807920,96,233,Agency_19,Not Started,9.876666,79.322735,1,Normal,0.0077986300048429,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0251,Tamil Nadu,District_26,Community Hall,2337319,2158701,3782515,64,234,Agency_1,Not Started,8.900255,79.635462,1,Normal,0.1087439949780134,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0252,Karnataka,District_6,Hospital,4838109,3660160,2952609,76,312,Agency_8,Completed,17.324939,76.334352,1,Normal,0.0652489638940868,35,MEDIUM,"Severe project delay, High sanctioned amount"
MPLADS_0253,Tamil Nadu,District_4,Drinking Water,1512603,2104048,1810200,100,364,Agency_16,Delayed,8.035761,77.40556,1,Normal,0.0481787850490406,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0254,Karnataka,District_12,Drainage,1325029,1113692,434632,83,264,Agency_2,Completed,15.818488,78.513456,1,Normal,0.0548207602639448,25,LOW,Severe project delay
MPLADS_0255,Telangana,District_19,School,3070791,4788637,1582732,64,286,Agency_8,Completed,18.390435,78.187254,1,Normal,0.0743108578075692,25,LOW,Severe project delay
MPLADS_0256,Karnataka,District_29,Community Hall,186645,993831,1950593,51,326,Agency_6,Completed,15.93804,76.483933,1,Normal,0.049624503238432,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0257,Karnataka,District_27,Drinking Water,1702131,4280013,1519837,66,392,Agency_16,In Progress,16.958918,74.492111,1,Normal,0.0857313326470411,40,MEDIUM,"High expenditure, Severe project delay"
MPLADS_0258,Tamil Nadu,District_29,Drainage,1236837,3124795,2750855,81,268,Agency_11,Delayed,12.261756,78.47332,1,Normal,0.0935762208017578,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0259,Tamil Nadu,District_2,Drinking Water,392221,1780841,1501625,77,185,Agency_17,In Progress,13.392755,77.635863,1,Normal,0.0688705492047562,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0260,Andhra Pradesh,District_17,School,2485919,3923691,3350444,30,130,Agency_19,In Progress,16.775304,84.249428,1,Normal,0.1028540355674787,65,HIGH,"Expenditure exceeds sanctioned amount, Project delay, Low progress with high expenditure"
MPLADS_0261,Andhra Pradesh,District_11,Community Hall,1229580,4473471,3760222,90,290,Agency_11,Not Started,13.276564,84.291551,1,Normal,0.0636381729509381,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0262,Telangana,District_11,Drinking Water,103687,4101939,1390188,16,480,Agency_8,Completed,18.620331,77.457781,-1,Anomaly,-0.013243377881232,95,CRITICAL,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure, AI detected unusual pattern"
MPLADS_0263,Andhra Pradesh,District_21,Drinking Water,2540272,4549367,3137555,54,276,Agency_4,Completed,14.58636,82.436194,1,Normal,0.0944465985891189,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0264,Karnataka,District_16,Road,2679137,919953,3070465,92,319,Agency_11,In Progress,11.971454,76.677984,1,Normal,0.0708379201900115,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0265,Tamil Nadu,District_2,Drinking Water,4848757,2633273,3179451,35,350,Agency_8,Not Started,9.936945,78.807845,1,Normal,0.0683183835906141,35,MEDIUM,"Severe project delay, High sanctioned amount"
MPLADS_0266,Andhra Pradesh,District_2,Road,3925010,3148056,2828767,100,179,Agency_9,Not Started,12.901897,83.759448,1,Normal,0.0446170031096033,15,LOW,Project delay
MPLADS_0267,Andhra Pradesh,District_23,Community Hall,4826415,2366374,3876610,25,289,Agency_2,Not Started,19.025027,84.547911,1,Normal,0.0588179399693943,70,HIGH,"High expenditure, Severe project delay, Low progress with high expenditure, High sanctioned amount"
MPLADS_0268,Telangana,District_8,Drainage,2089660,763806,1472333,52,479,Agency_16,Delayed,18.873573,77.694328,1,Normal,0.0603000754945882,25,LOW,Severe project delay
MPLADS_0269,Kerala,District_13,Drainage,2069450,4243616,580217,16,376,Agency_6,In Progress,11.688011,74.863926,1,Normal,0.0489162313803361,25,LOW,Severe project delay
MPLADS_0270,Telangana,District_10,Community Hall,4750858,3489187,133199,85,162,Agency_19,Delayed,15.890707,78.429719,1,Normal,0.0124809310871183,25,LOW,"Project delay, High sanctioned amount"
MPLADS_0271,Karnataka,District_8,Community Hall,2021140,2807506,2138825,24,270,Agency_8,Not Started,14.920502,77.543874,1,Normal,0.1080334238595224,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0272,Tamil Nadu,District_4,Hospital,3911607,800774,434190,1,375,Agency_14,Not Started,11.826454,78.072791,1,Normal,0.0183813748482301,25,LOW,Severe project delay
MPLADS_0273,Telangana,District_15,Community Hall,3578434,3407963,3482696,85,95,Agency_16,Not Started,16.921869,80.989073,1,Normal,0.0714400194079071,30,LOW,"High expenditure, Project delay"
MPLADS_0274,Andhra Pradesh,District_1,Drinking Water,4174390,974993,2130677,4,261,Agency_12,Completed,15.412797,80.356235,1,Normal,0.05408396224538,35,MEDIUM,"Severe project delay, High sanctioned amount"
MPLADS_0275,Tamil Nadu,District_11,Drainage,2706222,403791,2689244,3,364,Agency_5,In Progress,8.916293,79.5382,1,Normal,0.0505352260984356,60,MEDIUM,"High expenditure, Severe project delay, Low progress with high expenditure"
MPLADS_0276,Tamil Nadu,District_7,School,1177109,3490227,3232989,35,468,Agency_19,Completed,11.88462,77.127232,1,Normal,0.0605684585945552,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0277,Andhra Pradesh,District_17,Drainage,4484315,1434525,4961904,5,352,Agency_18,Delayed,13.143715,82.212044,1,Normal,0.0071621884189729,85,CRITICAL,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure, High sanctioned amount"
MPLADS_0278,Telangana,District_27,Road,1603744,3567778,2607979,20,287,Agency_9,Completed,18.483496,78.238386,1,Normal,0.1011805079181933,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0279,Andhra Pradesh,District_20,Drainage,4316988,166220,2026307,76,435,Agency_2,In Progress,18.8757,77.923569,1,Normal,0.0419806860222963,35,MEDIUM,"Severe project delay, High sanctioned amount"
MPLADS_0280,Kerala,District_24,Hospital,1838220,271421,3971643,100,82,Agency_12,Completed,10.18874,77.253401,1,Normal,0.004729998287863,30,LOW,Expenditure exceeds sanctioned amount
MPLADS_0281,Tamil Nadu,District_18,Community Hall,4061718,399317,2114417,88,224,Agency_2,Not Started,10.350473,78.881809,1,Normal,0.0618514170635533,35,MEDIUM,"Severe project delay, High sanctioned amount"
MPLADS_0282,Maharashtra,District_22,Community Hall,4063582,3971087,819195,25,411,Agency_10,Delayed,18.184364,74.875986,1,Normal,0.0526778458262651,35,MEDIUM,"Severe project delay, High sanctioned amount"
MPLADS_0283,Maharashtra,District_29,Drainage,2922875,2977971,4220037,54,222,Agency_1,Delayed,21.995855,75.997472,1,Normal,0.0994757592575684,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0284,Karnataka,District_22,School,1880288,1082469,908628,38,468,Agency_4,Not Started,17.758694,75.057791,1,Normal,0.0559170272397444,25,LOW,Severe project delay
MPLADS_0285,Andhra Pradesh,District_12,School,1891646,3198817,3771054,83,117,Agency_12,Not Started,14.006491,76.952186,1,Normal,0.0879805257691394,45,MEDIUM,"Expenditure exceeds sanctioned amount, Project delay"
MPLADS_0286,Andhra Pradesh,District_9,Hospital,4019579,1381379,2406716,32,481,Agency_9,Not Started,16.901001,79.685063,1,Normal,0.0599661610907935,35,MEDIUM,"Severe project delay, High sanctioned amount"
MPLADS_0287,Karnataka,District_5,Road,1646246,3708997,2565517,13,191,Agency_4,In Progress,17.550508,76.176766,1,Normal,0.0948787682150292,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0288,Karnataka,District_10,Drainage,1869239,4591490,1079634,55,78,Agency_9,Completed,18.277354,74.853417,1,Normal,0.0583176273883699,0,LOW,No major risk detected
MPLADS_0289,Karnataka,District_4,Community Hall,4955727,1467191,2353453,99,77,Agency_6,Delayed,17.580362,77.572346,-1,Anomaly,-0.008054495149119,30,LOW,"High sanctioned amount, AI detected unusual pattern"
MPLADS_0290,Tamil Nadu,District_5,Drainage,2300618,3397526,1355649,80,146,Agency_1,Completed,12.317162,79.74809,1,Normal,0.0892111834826533,15,LOW,Project delay
MPLADS_0291,Kerala,District_28,Hospital,4478622,3527983,1011675,20,106,Agency_10,Not Started,11.70071,76.428173,1,Normal,0.0517529261038157,25,LOW,"Project delay, High sanctioned amount"
MPLADS_0292,Andhra Pradesh,District_28,Drinking Water,2519930,4481407,2067244,45,381,Agency_14,Not Started,13.466216,76.963462,1,Normal,0.07909178820942,40,MEDIUM,"High expenditure, Severe project delay"
MPLADS_0293,Tamil Nadu,District_10,Drinking Water,181936,739925,2717929,15,270,Agency_18,Completed,13.156748,78.789931,1,Normal,0.0332552720784246,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0294,Karnataka,District_11,Hospital,2029746,2236394,3858444,15,389,Agency_6,Delayed,17.075761,76.215003,1,Normal,0.0800430024181161,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0295,Andhra Pradesh,District_21,Community Hall,4892256,1097146,2184749,83,243,Agency_18,In Progress,13.374234,77.714005,1,Normal,0.0530674966622266,35,MEDIUM,"Severe project delay, High sanctioned amount"
MPLADS_0296,Tamil Nadu,District_24,Hospital,2519970,1252532,3152536,28,72,Agency_16,Completed,11.839166,78.007285,1,Normal,0.0960387000232303,50,MEDIUM,"Expenditure exceeds sanctioned amount, Low progress with high expenditure"
MPLADS_0297,Kerala,District_10,Community Hall,1346573,2731478,1851049,91,356,Agency_15,Not Started,9.122414,76.078146,1,Normal,0.0852484210140611,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0298,Tamil Nadu,District_28,School,3585647,3043220,4282513,7,467,Agency_16,Not Started,8.35957,78.64428,1,Normal,0.0261210437536223,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0299,Kerala,District_8,Hospital,2628682,810330,3938125,87,353,Agency_8,In Progress,9.43737,76.873654,1,Normal,0.0688613276089729,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0300,Karnataka,District_2,Community Hall,1554900,2982878,4135186,2,421,Agency_13,Completed,13.672534,76.094013,1,Normal,0.0380102894217782,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0301,Kerala,District_23,Hospital,3440664,2880527,3348669,88,25,Agency_11,In Progress,8.253454,74.988362,1,Normal,0.0442040465632763,15,LOW,High expenditure
MPLADS_0302,Andhra Pradesh,District_8,Hospital,1671788,872564,3832147,18,209,Agency_7,In Progress,15.190457,80.587505,1,Normal,0.0830451410721279,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0303,Karnataka,District_16,Community Hall,4654229,2445406,634152,96,91,Agency_17,Delayed,15.700144,75.341648,1,Normal,0.0093957826698445,25,LOW,"Project delay, High sanctioned amount"
MPLADS_0304,Andhra Pradesh,District_27,Community Hall,241896,3521888,2255772,65,124,Agency_18,Delayed,17.18688,83.666991,1,Normal,0.0607459595090619,45,MEDIUM,"Expenditure exceeds sanctioned amount, Project delay"
MPLADS_0305,Maharashtra,District_22,Road,4657765,2193385,4370866,78,434,Agency_19,Not Started,20.669031,72.928836,1,Normal,0.0313771372163586,50,MEDIUM,"High expenditure, Severe project delay, High sanctioned amount"
MPLADS_0306,Telangana,District_5,Hospital,1133329,2118884,2314310,85,72,Agency_13,Completed,17.770078,77.598735,1,Normal,0.0786820220521529,30,LOW,Expenditure exceeds sanctioned amount
MPLADS_0307,Kerala,District_27,Drinking Water,2430612,2598600,986264,73,479,Agency_15,Delayed,9.313407,77.365323,1,Normal,0.0479665200046063,25,LOW,Severe project delay
MPLADS_0308,Telangana,District_25,Hospital,283979,4993114,4103569,81,122,Agency_1,Not Started,16.384232,79.095775,1,Normal,0.0035556795199876,45,MEDIUM,"Expenditure exceeds sanctioned amount, Project delay"
MPLADS_0309,Telangana,District_29,Hospital,4853290,2253463,4490757,21,308,Agency_16,Completed,18.334439,79.869367,1,Normal,0.0440539524494879,70,HIGH,"High expenditure, Severe project delay, Low progress with high expenditure, High sanctioned amount"
MPLADS_0310,Kerala,District_3,Community Hall,328104,3754425,3938094,45,183,Agency_5,Not Started,10.774384,74.825404,1,Normal,0.0650535442053346,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0311,Karnataka,District_12,Hospital,2048547,3966247,2975483,90,186,Agency_3,Delayed,13.785229,76.381474,1,Normal,0.0786659321057239,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0312,Maharashtra,District_13,Drainage,4094630,2035404,4429713,12,197,Agency_10,Not Started,16.171132,75.510204,1,Normal,0.0566982749896585,85,CRITICAL,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure, High sanctioned amount"
MPLADS_0313,Andhra Pradesh,District_13,Hospital,4175279,2176861,2800353,32,77,Agency_19,Completed,12.819141,77.336486,1,Normal,0.0776714401852968,10,LOW,High sanctioned amount
MPLADS_0314,Tamil Nadu,District_10,Drainage,4841882,3829337,4943229,4,347,Agency_5,Completed,10.22277,76.757406,-1,Anomaly,-0.0081737764378614,100,CRITICAL,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure, High sanctioned amount, AI detected unusual pattern"
MPLADS_0315,Andhra Pradesh,District_4,Drinking Water,4379454,2101723,3071316,89,185,Agency_7,Not Started,16.34577,82.284666,1,Normal,0.0754446585514857,35,MEDIUM,"Severe project delay, High sanctioned amount"
MPLADS_0316,Tamil Nadu,District_9,Community Hall,1045893,1098939,2475849,76,343,Agency_14,Completed,12.483286,77.040631,1,Normal,0.0860753505718695,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0317,Andhra Pradesh,District_22,Hospital,3246247,3992518,2943865,26,252,Agency_3,Not Started,13.705385,77.547,1,Normal,0.0934267666179813,60,MEDIUM,"High expenditure, Severe project delay, Low progress with high expenditure"
MPLADS_0318,Kerala,District_24,Drainage,1889050,4739133,592314,77,12,Agency_13,Completed,11.127579,76.636837,1,Normal,0.0157740505019364,0,LOW,No major risk detected
MPLADS_0319,Maharashtra,District_23,Drainage,2720492,4228465,3851185,23,298,Agency_13,Not Started,15.80531,80.370562,1,Normal,0.082404328489522,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0320,Tamil Nadu,District_27,Drainage,2505257,446456,2515700,66,75,Agency_10,Not Started,8.291039,78.473445,1,Normal,0.0839234313134973,30,LOW,Expenditure exceeds sanctioned amount
MPLADS_0321,Karnataka,District_2,School,3027299,948704,155693,62,50,Agency_2,Not Started,16.463424,78.006458,1,Normal,0.0374116027001246,0,LOW,No major risk detected
MPLADS_0322,Andhra Pradesh,District_19,Road,2984317,3811090,1659734,93,274,Agency_6,In Progress,17.312974,83.193997,1,Normal,0.0727580983298079,25,LOW,Severe project delay
MPLADS_0323,Andhra Pradesh,District_1,Drinking Water,4016914,225037,3698190,98,148,Agency_8,Completed,14.840371,83.300083,1,Normal,0.0184398052937062,40,MEDIUM,"High expenditure, Project delay, High sanctioned amount"
MPLADS_0324,Tamil Nadu,District_25,Hospital,3353481,4452910,920789,47,218,Agency_4,Delayed,8.448643,79.95823,1,Normal,0.0658147379799125,25,LOW,Severe project delay
MPLADS_0325,Karnataka,District_29,School,4587454,2926262,895621,62,121,Agency_12,Not Started,15.333147,77.75957,1,Normal,0.0668939822306352,25,LOW,"Project delay, High sanctioned amount"
MPLADS_0326,Karnataka,District_7,Hospital,1596064,4232531,4503122,77,210,Agency_15,In Progress,14.666228,76.960457,1,Normal,0.0705078929183468,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0327,Kerala,District_17,Hospital,3290641,3321593,571548,11,279,Agency_8,Delayed,10.621452,76.702133,1,Normal,0.0572932947342811,25,LOW,Severe project delay
MPLADS_0328,Kerala,District_3,Community Hall,2765548,1079516,714824,27,25,Agency_7,Not Started,8.575498,74.956915,1,Normal,0.0396993402971551,0,LOW,No major risk detected
MPLADS_0329,Kerala,District_20,Community Hall,829091,1746609,1842500,43,172,Agency_14,Delayed,9.336675,75.214816,1,Normal,0.09477273103381,45,MEDIUM,"Expenditure exceeds sanctioned amount, Project delay"
MPLADS_0330,Kerala,District_20,Community Hall,2416789,3619769,4389845,92,155,Agency_19,In Progress,12.210204,75.369956,1,Normal,0.0596764659371437,45,MEDIUM,"Expenditure exceeds sanctioned amount, Project delay"
MPLADS_0331,Kerala,District_21,School,2216791,3659684,1713728,42,237,Agency_14,Delayed,12.68898,75.675929,1,Normal,0.1089083676615375,25,LOW,Severe project delay
MPLADS_0332,Kerala,District_3,Hospital,3427180,78885,4772315,16,375,Agency_13,Not Started,9.037742,76.853216,1,Normal,0.0100672052737263,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0333,Maharashtra,District_3,Road,1756930,4640723,3387136,39,81,Agency_1,Delayed,19.881601,76.735024,1,Normal,0.0740345399165885,50,MEDIUM,"Expenditure exceeds sanctioned amount, Low progress with high expenditure"
MPLADS_0334,Karnataka,District_17,Drinking Water,1014795,2862753,478451,48,491,Agency_19,Delayed,15.387545,77.308328,1,Normal,0.0260290854079493,25,LOW,Severe project delay
MPLADS_0335,Kerala,District_7,Community Hall,2633236,4639764,3397841,84,355,Agency_1,Not Started,9.250892,77.390468,1,Normal,0.0614473105141113,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0336,Karnataka,District_27,Community Hall,1628458,4604770,3232026,56,489,Agency_4,In Progress,18.323552,76.991498,1,Normal,0.0400398462630748,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0337,Karnataka,District_26,Hospital,1859771,3179985,4787830,86,412,Agency_10,In Progress,12.896797,77.12905,1,Normal,0.0427518383778584,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0338,Telangana,District_14,Hospital,319515,1429339,269425,83,272,Agency_3,Delayed,16.096013,77.31648,1,Normal,0.0219394409270679,40,MEDIUM,"High expenditure, Severe project delay"
MPLADS_0339,Maharashtra,District_17,School,1670179,2168736,520609,63,67,Agency_9,Completed,17.274939,76.439771,1,Normal,0.068470149833552,0,LOW,No major risk detected
MPLADS_0340,Kerala,District_18,School,3847267,1893529,4504893,74,43,Agency_3,Delayed,12.194054,76.69064,1,Normal,0.0450060392096757,30,LOW,Expenditure exceeds sanctioned amount
MPLADS_0341,Andhra Pradesh,District_13,Community Hall,721986,869973,4913467,56,492,Agency_6,Completed,17.501863,80.146496,-1,Anomaly,-0.0163258126998262,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, AI detected unusual pattern"
MPLADS_0342,Tamil Nadu,District_20,Hospital,2384482,2700503,2103333,97,60,Agency_6,Delayed,9.937236,77.758363,1,Normal,0.0461218564327184,15,LOW,High expenditure
MPLADS_0343,Andhra Pradesh,District_29,Road,3071786,1168844,640458,73,122,Agency_12,In Progress,19.118487,77.024884,1,Normal,0.070936742434864,15,LOW,Project delay
MPLADS_0344,Maharashtra,District_20,Drinking Water,187900,2927746,1978093,73,348,Agency_1,Delayed,21.235705,77.403006,1,Normal,0.0536616558387057,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0345,Tamil Nadu,District_21,Hospital,4563962,3846234,2454913,69,195,Agency_16,Delayed,10.456246,79.246082,1,Normal,0.0871112876944512,35,MEDIUM,"Severe project delay, High sanctioned amount"
MPLADS_0346,Maharashtra,District_27,Hospital,4744668,1478926,3797132,99,329,Agency_5,Completed,18.763348,79.849413,1,Normal,0.0120762570900254,50,MEDIUM,"High expenditure, Severe project delay, High sanctioned amount"
MPLADS_0347,Karnataka,District_18,Drainage,1334283,3944142,3819821,87,408,Agency_9,In Progress,17.804913,75.939916,1,Normal,0.0614366011842731,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0348,Tamil Nadu,District_4,School,3868971,3366363,805911,75,478,Agency_10,Completed,9.550236,78.687871,1,Normal,0.0279318511409788,25,LOW,Severe project delay
MPLADS_0349,Karnataka,District_1,Drinking Water,1553061,1507913,4803953,42,322,Agency_13,Delayed,17.886543,74.969046,1,Normal,0.0560784437555352,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0350,Andhra Pradesh,District_18,Community Hall,563066,2017754,1735240,22,110,Agency_15,Not Started,16.711579,81.815638,1,Normal,0.0654068150602912,65,HIGH,"Expenditure exceeds sanctioned amount, Project delay, Low progress with high expenditure"
MPLADS_0351,Andhra Pradesh,District_1,Hospital,4058146,1296729,438910,26,257,Agency_12,Delayed,17.438546,77.765698,1,Normal,0.061725707510308,35,MEDIUM,"Severe project delay, High sanctioned amount"
MPLADS_0352,Tamil Nadu,District_26,Community Hall,2411331,2831652,3279960,57,88,Agency_5,Delayed,12.00862,80.017937,1,Normal,0.097298588020365,30,LOW,Expenditure exceeds sanctioned amount
MPLADS_0353,Tamil Nadu,District_26,Hospital,1208343,2141219,4047746,36,432,Agency_5,Completed,9.006225,77.197682,1,Normal,0.075566283486087,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0354,Kerala,District_13,Community Hall,2581113,1038167,91171,5,197,Agency_18,Not Started,12.668417,75.27054,1,Normal,0.0097725139242055,25,LOW,Severe project delay
MPLADS_0355,Maharashtra,District_20,Drinking Water,591529,4267635,2483447,64,281,Agency_12,Not Started,21.153503,76.685906,1,Normal,0.0725043734566763,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0356,Kerala,District_20,School,2724415,4267308,2193448,5,199,Agency_3,Completed,9.337263,77.06395,1,Normal,0.0607991020327327,60,MEDIUM,"High expenditure, Severe project delay, Low progress with high expenditure"
MPLADS_0357,Maharashtra,District_23,Drinking Water,4398530,3434169,1199138,49,98,Agency_7,In Progress,18.494484,76.872984,1,Normal,0.0600039225379155,25,LOW,"Project delay, High sanctioned amount"
MPLADS_0358,Kerala,District_10,Drainage,2203548,3052827,2259476,21,26,Agency_17,Not Started,9.852473,76.341672,1,Normal,0.0711207312173598,50,MEDIUM,"Expenditure exceeds sanctioned amount, Low progress with high expenditure"
MPLADS_0359,Karnataka,District_27,Road,1591019,3599436,2769374,87,88,Agency_19,Not Started,12.644667,75.798975,1,Normal,0.0808348878131177,30,LOW,Expenditure exceeds sanctioned amount
MPLADS_0360,Tamil Nadu,District_11,School,168920,498013,1462242,24,145,Agency_18,Completed,13.428709,77.28416,1,Normal,0.0200914403517239,65,HIGH,"Expenditure exceeds sanctioned amount, Project delay, Low progress with high expenditure"
MPLADS_0361,Andhra Pradesh,District_9,Drinking Water,456547,2336319,3473894,78,181,Agency_1,In Progress,16.934462,79.33404,1,Normal,0.0817707400481034,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0362,Maharashtra,District_9,Drainage,1709090,981253,793258,89,256,Agency_5,In Progress,20.627575,73.686251,1,Normal,0.0611461395816366,25,LOW,Severe project delay
MPLADS_0363,Maharashtra,District_5,Road,1707583,1894053,1906999,71,188,Agency_2,Delayed,21.903837,76.366453,1,Normal,0.1145699807712276,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0364,Andhra Pradesh,District_26,Drainage,113014,592955,2862889,50,239,Agency_1,Delayed,14.157933,77.295324,1,Normal,0.0320437622408162,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0365,Kerala,District_1,Hospital,3759362,3600227,1370573,87,358,Agency_7,Completed,8.980886,76.151412,1,Normal,0.0658861232896132,25,LOW,Severe project delay
MPLADS_0366,Maharashtra,District_17,Hospital,1285382,3357735,1887887,47,386,Agency_11,In Progress,17.790521,79.479732,1,Normal,0.0935625296245162,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0367,Karnataka,District_22,Community Hall,4582889,4841126,1771201,69,195,Agency_11,Completed,14.516213,75.144086,1,Normal,0.0511140811322632,35,MEDIUM,"Severe project delay, High sanctioned amount"
